,observation_date,DGS3MO,DGS6MO,DGS1,DGS2,DGS3,DGS5,DGS7,DGS10,beta_0,beta_1,beta_2,lambda
1068,2018-04-25,1.85,2.03,2.26,2.49,2.64,2.84,2.97,3.03,3.4627293905608996,-1.484570317022929,0.27953168855763777,0.30303030303030304
1069,2018-04-26,1.82,2.02,2.25,2.49,2.63,2.82,2.95,3.0,3.3709075601360294,-1.4124355873158194,0.4186986032667446,0.30303030303030304
1070,2018-04-27,1.82,2.02,2.24,2.49,2.62,2.8,2.92,2.96,3.26673052155572,-1.3115614717265789,0.5342254936897286,0.30303030303030304
1071,2018-04-30,1.87,2.04,2.24,2.49,2.62,2.79,2.91,2.95,3.274510571039292,-1.2894712428656154,0.4424399658448511,0.30303030303030304
1072,2018-05-01,1.85,2.05,2.26,2.5,2.66,2.82,2.93,2.97,3.2201282264553686,-1.2459656309462903,0.6562712261131383,0.30303030303030304
1073,2018-05-02,1.84,2.03,2.24,2.49,2.64,2.8,2.92,2.97,3.273627116450411,-1.308462005876232,0.5264980276128592,0.30303030303030304
1074,2018-05-03,1.84,2.02,2.24,2.49,2.62,2.78,2.9,2.94,3.240625590337402,-1.271500246230913,0.5033336360387721,0.30303030303030304
1075,2018-05-04,1.84,2.03,2.24,2.51,2.63,2.78,2.9,2.95,3.2341081022638667,-1.2599255402052012,0.5289891165155209,0.30303030303030304
1076,2018-05-07,1.86,2.05,2.25,2.49,2.64,2.78,2.9,2.95,3.2265258192203357,-1.2431953031107708,0.53562692650699,0.30303030303030304
1077,2018-05-08,1.87,2.05,2.26,2.51,2.66,2.81,2.93,2.97,3.2508328698352873,-1.2604473773956633,0.5607599768753753,0.30303030303030304
1078,2018-05-09,1.88,2.05,2.27,2.54,2.68,2.84,2.96,3.0,3.3018620306126403,-1.300117078096119,0.5388258762792458,0.30303030303030304
1079,2018-05-10,1.9,2.05,2.27,2.54,2.69,2.83,2.94,2.97,3.219665596466826,-1.2093660350267252,0.627692706525749,0.30303030303030304
1080,2018-05-11,1.92,2.06,2.28,2.54,2.69,2.84,2.94,2.97,3.2265445234374894,-1.2022496832815883,0.5995066488654368,0.30303030303030304
1081,2018-05-14,1.93,2.09,2.28,2.55,2.7,2.85,2.96,3.0,3.2677005946457296,-1.2357374380288362,0.5811858575233017,0.30303030303030304
1082,2018-05-15,1.92,2.09,2.31,2.58,2.75,2.92,3.04,3.08,3.3921902089906695,-1.3598972492026435,0.5844827833387536,0.30303030303030304
1083,2018-05-16,1.92,2.09,2.32,2.58,2.76,2.94,3.05,3.09,3.3970773290442438,-1.3649991042759577,0.6158992880924823,0.30303030303030304
1084,2018-05-17,1.92,2.1,2.32,2.57,2.75,2.94,3.07,3.11,3.472686910666668,-1.4399816779509558,0.5059541052517418,0.30303030303030304
1085,2018-05-18,1.91,2.09,2.32,2.55,2.71,2.9,3.02,3.06,3.411841003363007,-1.3796813003321744,0.4676404051586519,0.30303030303030304
1086,2018-05-21,1.93,2.14,2.35,2.58,2.73,2.9,3.02,3.06,3.344125742214302,-1.2830801176471516,0.5775925494307133,0.30303030303030304
1087,2018-05-22,1.93,2.13,2.34,2.59,2.73,2.9,3.02,3.06,3.348513419618103,-1.289320256270298,0.5702188793814803,0.30303030303030304
1088,2018-05-23,1.92,2.11,2.29,2.53,2.67,2.83,2.95,3.01,3.3347806651018037,-1.297992581605011,0.41903835190570404,0.30303030303030304
1089,2018-05-24,1.91,2.09,2.28,2.5,2.65,2.82,2.93,2.98,3.296523777502528,-1.2756729035493348,0.44200134254064893,0.30303030303030304
1090,2018-05-25,1.9,2.07,2.27,2.48,2.6,2.76,2.88,2.93,3.279154024976896,-1.257563899377593,0.29364655415424623,0.30303030303030304
1091,2018-05-29,1.93,2.06,2.17,2.32,2.43,2.58,2.71,2.77,3.2114953063904195,-1.2081156771231847,-0.12499990116341542,0.30303030303030304
1092,2018-05-30,1.94,2.08,2.23,2.42,2.53,2.67,2.79,2.84,3.1978860282490698,-1.1651830898245232,0.13867769703743604,0.30303030303030304
1093,2018-05-31,1.93,2.08,2.23,2.4,2.54,2.68,2.78,2.83,3.1307988830562357,-1.113531338856117,0.28615309230496494,0.30303030303030304
1094,2018-06-01,1.92,2.1,2.28,2.47,2.61,2.74,2.85,2.89,3.1403367746340596,-1.1075596356418052,0.46854192381029947,0.30303030303030304
1095,2018-06-04,1.94,2.13,2.3,2.52,2.64,2.78,2.89,2.94,3.2009100100451358,-1.1428490640988707,0.4595533909944066,0.30303030303030304
1096,2018-06-05,1.94,2.13,2.32,2.49,2.62,2.76,2.87,2.92,3.2054835987384926,-1.140356381586646,0.3687813749349337,0.30303030303030304
1097,2018-06-06,1.95,2.13,2.32,2.52,2.65,2.81,2.93,2.97,3.288842897050251,-1.2217473236325493,0.3707200644911407,0.30303030303030304
1098,2018-06-07,1.94,2.12,2.31,2.5,2.63,2.77,2.88,2.93,3.2182956575779698,-1.157784866830823,0.3828406600305527,0.30303030303030304
1099,2018-06-08,1.93,2.12,2.3,2.5,2.63,2.77,2.88,2.93,3.2001113504056655,-1.1500078748052038,0.43692070167126096,0.30303030303030304
1100,2018-06-11,1.94,2.11,2.32,2.52,2.66,2.8,2.91,2.96,3.2573001474790795,-1.1952084987782126,0.40242265814002065,0.30303030303030304
1101,2018-06-12,1.92,2.1,2.31,2.54,2.67,2.81,2.91,2.96,3.2083131568070686,-1.160807304970282,0.5359166839058107,0.30303030303030304
1102,2018-06-13,1.94,2.09,2.35,2.59,2.71,2.85,2.95,2.98,3.2297497374625728,-1.1538984895621192,0.556117529225463,0.30303030303030304
1103,2018-06-14,1.94,2.07,2.35,2.59,2.69,2.81,2.9,2.94,3.184936481239735,-1.0999791954811493,0.48943317799874575,0.30303030303030304
1104,2018-06-15,1.94,2.07,2.35,2.55,2.68,2.81,2.89,2.93,3.178871783085836,-1.1033774410510677,0.4874130184090386,0.30303030303030304
1105,2018-06-18,1.94,2.13,2.35,2.56,2.67,2.8,2.89,2.92,3.0909259465716024,-1.0121391418652825,0.6497489700453054,0.30303030303030304
1106,2018-06-19,1.94,2.13,2.34,2.54,2.64,2.77,2.84,2.89,3.0554458297325318,-0.9762941937887957,0.5979805657167074,0.30303030303030304
1107,2018-06-20,1.94,2.14,2.36,2.56,2.67,2.8,2.89,2.93,3.113260395017617,-1.0283166467694973,0.6100554813247215,0.30303030303030304
1108,2018-06-21,1.94,2.12,2.34,2.56,2.65,2.77,2.86,2.9,3.086171209689149,-1.0033378089119842,0.5658029351104601,0.30303030303030304
1109,2018-06-22,1.93,2.11,2.33,2.56,2.65,2.77,2.86,2.9,3.0815759202811965,-1.008959766215844,0.5898766173787893,0.30303030303030304
1110,2018-06-25,1.93,2.13,2.34,2.54,2.63,2.75,2.83,2.87,3.0149960297281364,-0.9386162258763071,0.6303678640518309,0.30303030303030304
1111,2018-06-26,1.93,2.14,2.33,2.53,2.63,2.75,2.84,2.88,3.033019116647609,-0.9630853929368592,0.6291076038357858,0.30303030303030304
1112,2018-06-27,1.93,2.1,2.33,2.52,2.59,2.71,2.79,2.83,3.0219232294487557,-0.9436000446258002,0.46932747330800273,0.30303030303030304
1113,2018-06-28,1.93,2.11,2.33,2.52,2.6,2.73,2.81,2.84,3.0120718992890825,-0.9396205949708839,0.5518325600064251,0.30303030303030304
1114,2018-06-29,1.93,2.11,2.33,2.52,2.63,2.73,2.81,2.85,2.991921530898071,-0.9225241150118639,0.6223499544909097,0.30303030303030304
1115,2018-07-02,1.98,2.14,2.34,2.57,2.65,2.75,2.83,2.87,3.0190997440520766,-0.9093872882510816,0.5780062191102731,0.30303030303030304
1116,2018-07-03,1.98,2.12,2.33,2.53,2.63,2.72,2.79,2.83,2.9754968239452246,-0.874372297701185,0.5518166490617493,0.30303030303030304
1117,2018-07-05,1.96,2.11,2.32,2.55,2.65,2.74,2.8,2.84,2.934934214708889,-0.8511594505142839,0.7067436299723915,0.30303030303030304
1118,2018-07-06,1.97,2.13,2.34,2.53,2.64,2.71,2.78,2.82,2.9144010129491003,-0.8151391789768627,0.6546363820514696,0.30303030303030304
1119,2018-07-09,1.98,2.15,2.34,2.57,2.66,2.75,2.82,2.86,2.9541059011017183,-0.8470673536963198,0.6967055389076791,0.30303030303030304
1120,2018-07-10,1.99,2.15,2.36,2.59,2.69,2.77,2.83,2.87,2.937876473789101,-0.8187596964935386,0.7594738600289892,0.30303030303030304
1121,2018-07-11,1.97,2.14,2.36,2.58,2.67,2.74,2.82,2.85,2.9283824466587927,-0.8165682984322347,0.7232513414998305,0.30303030303030304
1122,2018-07-12,1.98,2.17,2.39,2.6,2.68,2.75,2.83,2.85,2.890806298314388,-0.7594048375016957,0.7956287410567175,0.30303030303030304
1123,2018-07-13,1.98,2.16,2.37,2.59,2.66,2.73,2.8,2.83,2.873170562665949,-0.7468985073986725,0.7590096452471168,0.30303030303030304
1124,2018-07-16,2.01,2.19,2.39,2.59,2.67,2.75,2.82,2.85,2.914254096221853,-0.7658436170607344,0.7095717093564633,0.30303030303030304
1125,2018-07-17,2.02,2.19,2.39,2.62,2.69,2.76,2.83,2.86,2.9089915308044274,-0.7514906566459665,0.744913528005746,0.30303030303030304
1126,2018-07-18,2.0,2.17,2.43,2.6,2.69,2.77,2.84,2.88,2.99772719504793,-0.837621077340025,0.5994776363938881,0.30303030303030304
1127,2018-07-19,2.0,2.16,2.4,2.6,2.67,2.74,2.81,2.84,2.921125545898986,-0.7696668659002619,0.6549313376113024,0.30303030303030304
1128,2018-07-20,1.99,2.16,2.41,2.6,2.68,2.77,2.85,2.89,3.0383550613090393,-0.8905715984800056,0.5548503204368582,0.30303030303030304
1129,2018-07-23,1.99,2.19,2.42,2.64,2.72,2.83,2.92,2.96,3.110272829787407,-0.9607795163267732,0.6352700095319065,0.30303030303030304
1130,2018-07-24,2.02,2.19,2.42,2.63,2.74,2.83,2.91,2.95,3.081264729073707,-0.9209516769123236,0.65913342072906,0.30303030303030304
1131,2018-07-25,2.01,2.2,2.42,2.66,2.74,2.82,2.9,2.94,3.0215590953671954,-0.8584539242630351,0.749791881070162,0.30303030303030304
1132,2018-07-26,1.99,2.19,2.41,2.69,2.78,2.86,2.95,2.98,3.0346320038669257,-0.8918556621923368,0.9026976681527462,0.30303030303030304
1133,2018-07-27,2.0,2.2,2.43,2.67,2.76,2.84,2.92,2.96,3.0295672291847375,-0.8706720953701365,0.8093946564877201,0.30303030303030304
1134,2018-07-30,2.04,2.21,2.43,2.66,2.77,2.85,2.94,2.98,3.1102069077500554,-0.9326602965572037,0.6732230506896953,0.30303030303030304
1135,2018-07-31,2.03,2.21,2.44,2.67,2.77,2.85,2.92,2.96,3.0318179924382282,-0.8547134125553753,0.7871958084762836,0.30303030303030304
1136,2018-08-01,2.03,2.22,2.45,2.67,2.78,2.87,2.96,3.0,3.127438312353549,-0.9480986874451246,0.702765337576674,0.30303030303030304
1137,2018-08-02,2.02,2.22,2.45,2.66,2.76,2.85,2.93,2.98,3.0965743531865644,-0.9191937527671084,0.6902565153610216,0.30303030303030304
1138,2018-08-03,2.01,2.23,2.43,2.63,2.74,2.82,2.91,2.95,3.030806827479069,-0.8704428140772977,0.763278960952577,0.30303030303030304
1139,2018-08-06,2.05,2.23,2.44,2.64,2.73,2.8,2.89,2.94,3.078241673079658,-0.8817876144225321,0.5570767254949469,0.30303030303030304
1140,2018-08-07,2.06,2.23,2.45,2.68,2.76,2.84,2.92,2.98,3.1296432220979273,-0.9211691396975621,0.5581262837437657,0.30303030303030304
1141,2018-08-08,2.06,2.24,2.44,2.68,2.77,2.83,2.92,2.96,3.0434772510684174,-0.842861865827923,0.7176397632031585,0.30303030303030304
1142,2018-08-09,2.06,2.25,2.44,2.64,2.74,2.8,2.89,2.93,3.0166937723714637,-0.8181634339040367,0.6727843486470679,0.30303030303030304
1143,2018-08-10,2.05,2.23,2.42,2.61,2.68,2.75,2.82,2.87,2.9632672326838803,-0.7715719095665212,0.579209402128821,0.30303030303030304
1144,2018-08-13,2.06,2.22,2.42,2.61,2.68,2.75,2.82,2.88,3.0186006691095977,-0.8191394452651908,0.46540708522741236,0.30303030303030304
1145,2018-08-14,2.08,2.25,2.44,2.63,2.71,2.77,2.84,2.89,2.9786391485104406,-0.7627296434397184,0.5851964284481925,0.30303030303030304
1146,2018-08-15,2.07,2.23,2.45,2.61,2.68,2.73,2.81,2.86,2.990481413373561,-0.7701820967003643,0.4397238032142442,0.30303030303030304
1147,2018-08-16,2.07,2.24,2.45,2.63,2.7,2.75,2.82,2.87,2.9529277134361855,-0.7341329135165819,0.5664953817878952,0.30303030303030304
1148,2018-08-17,2.05,2.24,2.44,2.61,2.68,2.75,2.82,2.87,2.962041553953419,-0.7613578030153665,0.5692318371018621,0.30303030303030304
1149,2018-08-20,2.06,2.25,2.43,2.6,2.65,2.7,2.77,2.82,2.8819098243350267,-0.6721219856186831,0.5554867879059531,0.30303030303030304
1150,2018-08-21,2.08,2.25,2.45,2.61,2.67,2.73,2.8,2.85,2.9571626339718966,-0.7307014569791008,0.4741911914221598,0.30303030303030304
1151,2018-08-22,2.09,2.24,2.43,2.6,2.65,2.7,2.77,2.82,2.931506755065453,-0.7040746468575312,0.4232161902104614,0.30303030303030304
1152,2018-08-23,2.08,2.23,2.43,2.61,2.66,2.72,2.78,2.82,2.8990370646678594,-0.6812480020439429,0.531055174684501,0.30303030303030304
1153,2018-08-24,2.09,2.25,2.44,2.63,2.68,2.72,2.78,2.82,2.850742550966565,-0.6210406432497451,0.622419517556329,0.30303030303030304
1154,2018-08-27,2.12,2.25,2.47,2.67,2.7,2.74,2.81,2.85,2.9448395849883426,-0.6783768468781493,0.4649905318639114,0.30303030303030304
1155,2018-08-28,2.13,2.28,2.47,2.67,2.73,2.77,2.84,2.88,2.941348384006899,-0.677929666273116,0.5852202208638544,0.30303030303030304
1156,2018-08-29,2.13,2.28,2.48,2.67,2.75,2.78,2.85,2.89,2.939323713130679,-0.6756835975200501,0.626736319569449,0.30303030303030304
1157,2018-08-30,2.11,2.28,2.47,2.64,2.72,2.75,2.82,2.86,2.892922636526806,-0.6448561629463938,0.6426833938462093,0.30303030303030304
1158,2018-08-31,2.11,2.28,2.46,2.62,2.7,2.74,2.81,2.86,2.9307284300962477,-0.686219026066538,0.546177962805666,0.30303030303030304
1159,2018-09-04,2.13,2.29,2.49,2.66,2.73,2.78,2.85,2.9,2.9979392603905692,-0.7274811481561574,0.5042519000098648,0.30303030303030304
1160,2018-09-05,2.14,2.3,2.49,2.66,2.72,2.77,2.85,2.9,3.022702602203065,-0.7429725713041284,0.4301193701317363,0.30303030303030304
1161,2018-09-06,2.13,2.3,2.5,2.64,2.71,2.76,2.83,2.88,2.9797224909590234,-0.7044307056081216,0.4661189326459153,0.30303030303030304
1162,2018-09-07,2.14,2.3,2.53,2.71,2.78,2.82,2.89,2.94,3.0230480080451883,-0.7285310581547946,0.5592128930997363,0.30303030303030304
1163,2018-09-10,2.14,2.32,2.54,2.73,2.78,2.83,2.89,2.94,2.9862933002535725,-0.6845138371729247,0.6344908079408313,0.30303030303030304
1164,2018-09-11,2.15,2.31,2.55,2.76,2.83,2.87,2.94,2.98,3.0311067389244237,-0.7246272930266586,0.6852235380613826,0.30303030303030304
1165,2018-09-12,2.16,2.33,2.56,2.74,2.82,2.87,2.93,2.97,3.0100089707269153,-0.6978718533288983,0.6944175098226759,0.30303030303030304
1166,2018-09-13,2.15,2.33,2.55,2.76,2.83,2.87,2.93,2.97,2.969154600038558,-0.6639352459056789,0.7938541114707507,0.30303030303030304
1167,2018-09-14,2.16,2.33,2.56,2.78,2.85,2.9,2.96,2.99,2.993461650653509,-0.6811873201905709,0.8189871618391356,0.30303030303030304
1168,2018-09-17,2.16,2.35,2.57,2.78,2.85,2.89,2.96,2.99,2.982184284734399,-0.66366080799851,0.8290322143351667,0.30303030303030304
1169,2018-09-18,2.17,2.36,2.58,2.81,2.88,2.94,3.01,3.05,3.0828456934536015,-0.755319105107543,0.790187399552714,0.30303030303030304
1170,2018-09-19,2.16,2.36,2.58,2.81,2.89,2.96,3.04,3.08,3.1390965106216857,-0.8204320985960959,0.7784487308438499,0.30303030303030304
1171,2018-09-20,2.17,2.37,2.58,2.81,2.89,2.96,3.03,3.07,3.1027361603894428,-0.7793236857833843,0.8229845634543841,0.30303030303030304
1172,2018-09-21,2.18,2.38,2.58,2.81,2.89,2.95,3.03,3.07,3.110868780373097,-0.7797882721680967,0.7889271393366675,0.30303030303030304
1173,2018-09-24,2.22,2.38,2.6,2.83,2.89,2.96,3.04,3.08,3.1902584316057276,-0.8227938022421968,0.5992302008045687,0.30303030303030304
1174,2018-09-25,2.21,2.38,2.59,2.83,2.91,2.99,3.06,3.1,3.1792037971162452,-0.8297144583391532,0.7261520577745231,0.30303030303030304
1175,2018-09-26,2.2,2.37,2.58,2.83,2.89,2.96,3.02,3.06,3.0979306283111434,-0.7528504705963905,0.774619634042836,0.30303030303030304
1176,2018-09-27,2.18,2.37,2.58,2.83,2.89,2.96,3.02,3.06,3.0739253530004262,-0.7404813293234771,0.842795792924914,0.30303030303030304
1177,2018-09-28,2.19,2.36,2.59,2.81,2.88,2.94,3.01,3.05,3.113032638281263,-0.7692806677696182,0.702019278470969,0.30303030303030304
1178,2018-10-01,2.23,2.4,2.6,2.82,2.9,2.96,3.04,3.09,3.1912137637531552,-0.8207040425063432,0.6128813406572282,0.30303030303030304
1179,2018-10-02,2.23,2.41,2.61,2.82,2.88,2.94,3.01,3.05,3.102441768271225,-0.7246426571292064,0.6783555602928415,0.30303030303030304
1180,2018-10-03,2.23,2.41,2.62,2.85,2.94,3.02,3.1,3.15,3.264736804763612,-0.8909745212563771,0.6592734763489916,0.30303030303030304
1181,2018-10-04,2.22,2.42,2.63,2.87,2.97,3.05,3.14,3.19,3.299334715912877,-0.9293098335425289,0.7243384809036679,0.30303030303030304
1182,2018-10-05,2.23,2.41,2.64,2.88,2.99,3.07,3.18,3.23,3.414485348516554,-1.035084374574411,0.5885229450505027,0.30303030303030304
1183,2018-10-09,2.25,2.46,2.65,2.88,2.98,3.05,3.15,3.21,3.3382153974711124,-0.9387375278544876,0.6465057928779717,0.30303030303030304
1184,2018-10-10,2.27,2.45,2.67,2.88,2.97,3.05,3.15,3.22,3.43454553241492,-1.010701313731198,0.4185563663757772,0.30303030303030304
1185,2018-10-11,2.27,2.44,2.66,2.85,2.94,3.0,3.09,3.14,3.2813708769879026,-0.8633494230638614,0.5216388344697991,0.30303030303030304
1186,2018-10-12,2.28,2.44,2.66,2.85,2.93,3.0,3.09,3.15,3.339746017478111,-0.9125448461963124,0.3977677711803562,0.30303030303030304
1187,2018-10-15,2.31,2.47,2.67,2.85,2.94,3.01,3.1,3.16,3.3495929281037538,-0.9036824781274402,0.3869636039195551,0.30303030303030304
1188,2018-10-16,2.3,2.46,2.66,2.87,2.95,3.02,3.1,3.16,3.3126085750871006,-0.8754658549559649,0.4863695502443076,0.30303030303030304
1189,2018-10-17,2.31,2.47,2.66,2.89,2.97,3.04,3.13,3.19,3.3566057195194094,-0.913389539332685,0.48181734004769405,0.30303030303030304
1190,2018-10-18,2.32,2.47,2.67,2.87,2.95,3.03,3.11,3.17,3.3542616054149277,-0.9022436516728507,0.4095656379193816,0.30303030303030304
1191,2018-10-19,2.31,2.48,2.67,2.92,2.99,3.05,3.14,3.2,3.331933018348022,-0.8810453532986302,0.5612619794960947,0.30303030303030304
1192,2018-10-22,2.34,2.49,2.68,2.92,2.99,3.05,3.13,3.2,3.355501260715535,-0.8818824045383951,0.4679221149223113,0.30303030303030304
1193,2018-10-23,2.33,2.48,2.67,2.89,2.95,3.01,3.1,3.17,3.361041483601298,-0.893344232103811,0.3497241445955413,0.30303030303030304
1194,2018-10-24,2.34,2.47,2.64,2.84,2.89,2.94,3.02,3.1,3.3025528483100417,-0.8367270983162114,0.22135614906745493,0.30303030303030304
1195,2018-10-25,2.34,2.47,2.66,2.86,2.92,2.98,3.07,3.14,3.364237415579418,-0.8944695184368621,0.23340041715744897,0.30303030303030304
1196,2018-10-26,2.33,2.47,2.63,2.81,2.85,2.91,3.0,3.08,3.3195592345475347,-0.8610052196042954,0.11452218347814669,0.30303030303030304
1197,2018-10-29,2.34,2.49,2.64,2.81,2.86,2.91,3.0,3.08,3.2939347843622935,-0.8269574762076981,0.1605299663426072,0.30303030303030304
1198,2018-10-30,2.33,2.48,2.66,2.84,2.9,2.94,3.03,3.12,3.337209694458553,-0.8671797485601012,0.18721603648933716,0.30303030303030304
1199,2018-10-31,2.34,2.49,2.69,2.87,2.93,2.98,3.07,3.15,3.365695776935111,-0.879839673597697,0.2264452040990963,0.30303030303030304
1200,2018-11-01,2.32,2.49,2.67,2.84,2.91,2.96,3.06,3.14,3.356311515607136,-0.8925023127179352,0.23519934105575746,0.30303030303030304
1201,2018-11-02,2.33,2.5,2.7,2.91,2.98,3.04,3.13,3.22,3.4311258991068274,-0.9497239499744203,0.3199253362274581,0.30303030303030304
1202,2018-11-05,2.36,2.51,2.71,2.91,2.99,3.03,3.12,3.2,3.388298857726129,-0.8872450980631899,0.33610062954101727,0.30303030303030304
1203,2018-11-06,2.35,2.52,2.72,2.93,3.01,3.05,3.14,3.22,3.379698293007504,-0.8804979140941365,0.4283504706914235,0.30303030303030304
1204,2018-11-07,2.37,2.51,2.74,2.96,3.03,3.07,3.15,3.22,3.3729297910938234,-0.8532502085706424,0.4392978524503752,0.30303030303030304
1205,2018-11-08,2.35,2.52,2.74,2.98,3.05,3.09,3.17,3.24,3.3461449192028945,-0.8387260325759698,0.5856277352414885,0.30303030303030304
1206,2018-11-09,2.36,2.52,2.73,2.94,3.01,3.05,3.13,3.19,3.30060526396702,-0.7928463368750887,0.5249447670147958,0.30303030303030304
