,observation_date,DGS3MO,DGS6MO,DGS1,DGS2,DGS3,DGS5,DGS7,DGS10,beta_0,beta_1,beta_2,lambda
361,2015-06-11,0.01,0.1,0.28,0.73,1.12,1.74,2.14,2.39,4.460218870885032,-4.444238862666907,-2.0437594754729558,0.30303030303030304
362,2015-06-12,0.02,0.1,0.28,0.74,1.12,1.75,2.15,2.39,4.464515271811728,-4.443088310392549,-2.0441413343863872,0.30303030303030304
363,2015-06-15,0.02,0.11,0.28,0.72,1.1,1.71,2.11,2.36,4.419748178185591,-4.393998893038193,-2.0747054377835394,0.30303030303030304
364,2015-06-16,0.01,0.11,0.28,0.71,1.08,1.68,2.07,2.32,4.334087347728561,-4.310894780096559,-2.0188642121506444,0.30303030303030304
365,2015-06-17,0.01,0.1,0.27,0.67,1.03,1.63,2.05,2.32,4.475257377529435,-4.44667563701711,-2.391875690052825,0.30303030303030304
366,2015-06-18,0.01,0.08,0.26,0.66,1.03,1.65,2.08,2.35,4.584157709305657,-4.5637720067933945,-2.5204392942358873,0.30303030303030304
367,2015-06-19,0.01,0.05,0.25,0.65,0.99,1.59,1.99,2.26,4.4336327357792555,-4.4090766346345,-2.4957011303166987,0.30303030303030304
368,2015-06-22,0.01,0.08,0.27,0.68,1.06,1.68,2.1,2.37,4.5747990528363385,-4.5539025194660745,-2.4222330257468996,0.30303030303030304
369,2015-06-23,0.01,0.09,0.3,0.7,1.07,1.71,2.14,2.42,4.696766204145463,-4.6596449596016125,-2.5610982404213427,0.30303030303030304
370,2015-06-24,0.01,0.08,0.3,0.68,1.06,1.69,2.12,2.38,4.62343155272032,-4.590805155360433,-2.499761185777053,0.30303030303030304
371,2015-06-25,0.01,0.07,0.29,0.68,1.06,1.7,2.14,2.4,4.690668104927273,-4.662721012669306,-2.577035583114538,0.30303030303030304
372,2015-06-26,0.01,0.08,0.29,0.72,1.09,1.75,2.2,2.49,4.864383163181187,-4.830898078824389,-2.707193146983154,0.30303030303030304
373,2015-06-29,0.02,0.11,0.27,0.64,1.0,1.62,2.05,2.33,4.572082907175577,-4.536903874153814,-2.603788387273307,0.30303030303030304
374,2015-06-30,0.01,0.11,0.28,0.64,1.01,1.63,2.07,2.35,4.609460468481957,-4.577394259139039,-2.6168772637082642,0.30303030303030304
375,2015-07-01,0.01,0.13,0.28,0.69,1.08,1.7,2.14,2.43,4.6558965231695675,-4.629066852349367,-2.4433380780201968,0.30303030303030304
376,2015-07-02,0.01,0.1,0.26,0.64,1.01,1.64,2.09,2.4,4.759740777410661,-4.731669814837175,-2.823283510698308,0.30303030303030304
377,2015-07-06,0.02,0.09,0.26,0.6,0.95,1.56,2.0,2.3,4.632238707396243,-4.592080255461902,-2.890928495419574,0.30303030303030304
378,2015-07-07,0.02,0.08,0.25,0.58,0.96,1.55,1.98,2.27,4.539483660385686,-4.5118993539953065,-2.7491812977552983,0.30303030303030304
379,2015-07-08,0.02,0.08,0.24,0.55,0.91,1.5,1.92,2.22,4.49520676246578,-4.465154221661083,-2.8453663038229915,0.30303030303030304
380,2015-07-09,0.03,0.08,0.25,0.6,0.95,1.58,2.01,2.32,4.696726584175301,-4.656591595806517,-2.9734053044575655,0.30303030303030304
381,2015-07-10,0.01,0.09,0.28,0.65,1.04,1.68,2.12,2.42,4.768485743238909,-4.740589206254312,-2.7466504337088695,0.30303030303030304
382,2015-07-13,0.02,0.1,0.28,0.69,1.06,1.71,2.14,2.44,4.761950443441566,-4.725806996728197,-2.667327641211857,0.30303030303030304
383,2015-07-14,0.01,0.1,0.27,0.66,1.03,1.67,2.1,2.41,4.732238668793994,-4.702932954803069,-2.716534340934073,0.30303030303030304
384,2015-07-15,0.02,0.11,0.28,0.64,1.0,1.63,2.05,2.36,4.657771003102181,-4.614769450556072,-2.7429284576629915,0.30303030303030304
385,2015-07-16,0.02,0.1,0.29,0.67,1.05,1.66,2.07,2.36,4.566236690500819,-4.526710821694301,-2.4925218546901013,0.30303030303030304
386,2015-07-17,0.03,0.11,0.29,0.68,1.05,1.67,2.07,2.34,4.49242805465137,-4.450283037731668,-2.3645713368561476,0.30303030303030304
387,2015-07-20,0.04,0.14,0.31,0.71,1.09,1.72,2.11,2.38,4.490946558645557,-4.439830913152508,-2.2249947074151852,0.30303030303030304
388,2015-07-21,0.03,0.13,0.34,0.71,1.07,1.69,2.08,2.35,4.4691740331741245,-4.403230641331209,-2.3051125189856996,0.30303030303030304
389,2015-07-22,0.04,0.13,0.34,0.75,1.08,1.69,2.07,2.33,4.387951302114218,-4.310244581379294,-2.190236694375059,0.30303030303030304
390,2015-07-23,0.03,0.13,0.33,0.71,1.06,1.65,2.03,2.28,4.285144998666086,-4.22194213330243,-2.1025934404567677,0.30303030303030304
391,2015-07-24,0.04,0.14,0.32,0.7,1.04,1.64,2.02,2.27,4.28860304135517,-4.2225402845090185,-2.1508321555086254,0.30303030303030304
392,2015-07-27,0.05,0.15,0.32,0.68,1.0,1.58,1.96,2.23,4.268731752673614,-4.185242890948812,-2.308058443271698,0.30303030303030304
393,2015-07-28,0.05,0.14,0.32,0.69,1.03,1.61,1.99,2.26,4.3045743218461245,-4.226640555808997,-2.271125385973944,0.30303030303030304
394,2015-07-29,0.06,0.14,0.33,0.7,1.05,1.62,2.02,2.29,4.381080684756058,-4.29280084750184,-2.358292037120243,0.30303030303030304
395,2015-07-30,0.07,0.15,0.36,0.72,1.07,1.62,2.02,2.28,4.328996848181531,-4.221193353335076,-2.287210316256554,0.30303030303030304
396,2015-07-31,0.08,0.14,0.33,0.67,1.0,1.54,1.93,2.2,4.262083716045371,-4.153387776731323,-2.437010997835077,0.30303030303030304
397,2015-08-03,0.08,0.17,0.33,0.68,0.99,1.52,1.89,2.16,4.11526931161607,-4.00243272272645,-2.2499063094165326,0.30303030303030304
398,2015-08-04,0.08,0.18,0.37,0.74,1.08,1.6,1.97,2.23,4.129311490468066,-4.008501041083135,-2.022776791700363,0.30303030303030304
399,2015-08-05,0.08,0.19,0.38,0.73,1.1,1.65,2.02,2.28,4.216938023486523,-4.103283265999998,-2.0284639559012567,0.30303030303030304
400,2015-08-06,0.04,0.2,0.35,0.71,1.08,1.62,1.98,2.23,4.036412826696551,-3.961031324264852,-1.7333084207522111,0.30303030303030304
401,2015-08-07,0.06,0.23,0.38,0.73,1.08,1.59,1.93,2.18,3.887443281387429,-3.7804143266485584,-1.6129979521539426,0.30303030303030304
402,2015-08-10,0.12,0.24,0.4,0.73,1.09,1.62,1.98,2.24,4.11605799466966,-3.966698662139176,-1.9902989067831793,0.30303030303030304
403,2015-08-11,0.1,0.23,0.37,0.68,1.03,1.53,1.89,2.15,3.9764835414121995,-3.8450075701901985,-1.9780282665872606,0.30303030303030304
404,2015-08-12,0.1,0.22,0.37,0.67,1.01,1.52,1.88,2.14,4.001298542962501,-3.867811375679412,-2.0721833529103484,0.30303030303030304
405,2015-08-13,0.1,0.24,0.4,0.72,1.06,1.58,1.94,2.19,4.01500231930568,-3.8721316332244897,-1.9207122255986981,0.30303030303030304
406,2015-08-14,0.09,0.25,0.41,0.73,1.08,1.61,1.96,2.2,3.969960769652059,-3.8352879653534453,-1.7514198003745276,0.30303030303030304
407,2015-08-17,0.1,0.24,0.4,0.72,1.07,1.58,1.92,2.16,3.8990816417109704,-3.761332513654074,-1.7336935934692776,0.30303030303030304
408,2015-08-18,0.07,0.25,0.42,0.74,1.07,1.6,1.95,2.2,3.9704348917745516,-3.835740516546129,-1.771735755438904,0.30303030303030304
409,2015-08-19,0.05,0.22,0.39,0.67,0.98,1.5,1.85,2.12,3.9483983073605144,-3.8268133553444397,-2.025757873067248,0.30303030303030304
410,2015-08-20,0.02,0.22,0.39,0.69,1.0,1.5,1.84,2.09,3.77883203143159,-3.6772110869206296,-1.6900285470319651,0.30303030303030304
411,2015-08-21,0.03,0.21,0.36,0.64,0.95,1.44,1.79,2.05,3.7983159520662917,-3.6995705782783777,-1.8941991861456506,0.30303030303030304
412,2015-08-24,0.06,0.2,0.33,0.59,0.9,1.39,1.75,2.01,3.837118377206585,-3.7325302936519256,-2.135480071313196,0.30303030303030304
413,2015-08-25,0.07,0.19,0.36,0.67,0.98,1.48,1.86,2.12,4.019095938700952,-3.8958701387447365,-2.182838566504437,0.30303030303030304
414,2015-08-26,0.06,0.2,0.35,0.67,0.98,1.49,1.9,2.18,4.176183770136835,-4.058560012560336,-2.362664032237852,0.30303030303030304
415,2015-08-27,0.06,0.22,0.36,0.68,0.99,1.49,1.91,2.18,4.140569186467377,-4.018671313922374,-2.278837103544988,0.30303030303030304
416,2015-08-28,0.06,0.25,0.38,0.72,1.04,1.52,1.92,2.19,4.022550331941116,-3.895116865523189,-1.9765543522206792,0.30303030303030304
417,2015-08-31,0.08,0.27,0.39,0.74,1.07,1.54,1.94,2.21,4.019737844346232,-3.878497523118257,-1.9164870800015374,0.30303030303030304
418,2015-09-01,0.03,0.26,0.39,0.7,1.03,1.49,1.89,2.17,3.956381472547522,-3.840254588384188,-1.9034134279920836,0.30303030303030304
419,2015-09-02,0.03,0.25,0.37,0.72,1.04,1.52,1.92,2.2,4.010102534908404,-3.9029547473377426,-1.9040060543731785,0.30303030303030304
420,2015-09-03,0.02,0.24,0.36,0.71,1.0,1.49,1.9,2.18,4.034658628502307,-3.929499066874632,-2.035564991555776,0.30303030303030304
421,2015-09-04,0.02,0.23,0.36,0.71,1.0,1.47,1.85,2.13,3.8938149354597447,-3.788785033936315,-1.8824330745861828,0.30303030303030304
422,2015-09-08,0.06,0.27,0.39,0.74,1.05,1.53,1.92,2.2,3.998906640834995,-3.864056782829929,-1.9109091320055445,0.30303030303030304
423,2015-09-09,0.03,0.26,0.39,0.75,1.06,1.53,1.91,2.21,3.981546842315619,-3.860382703654099,-1.8467333872622387,0.30303030303030304
424,2015-09-10,0.02,0.25,0.39,0.75,1.06,1.55,1.93,2.23,4.033243322760293,-3.920027354865989,-1.8799357477194916,0.30303030303030304
425,2015-09-11,0.04,0.25,0.4,0.71,1.03,1.52,1.89,2.2,4.045203551971529,-3.9167793630264187,-2.0440558052564897,0.30303030303030304
426,2015-09-14,0.07,0.26,0.4,0.73,1.03,1.51,1.88,2.18,4.00678628641766,-3.856602203501292,-2.0426823448929614,0.30303030303030304
427,2015-09-15,0.07,0.27,0.47,0.82,1.12,1.61,1.99,2.28,4.1151987652975635,-3.937073118180626,-1.953508728863989,0.30303030303030304
428,2015-09-16,0.06,0.24,0.46,0.82,1.13,1.62,2.01,2.3,4.1809799528965605,-4.014575445119016,-2.016632506965023,0.30303030303030304
429,2015-09-17,0.01,0.16,0.39,0.7,1.0,1.5,1.9,2.21,4.232439114612655,-4.11712278960272,-2.423292250796418,0.30303030303030304
430,2015-09-21,0.01,0.11,0.36,0.72,1.01,1.51,1.9,2.2,4.219708326938853,-4.117517658913404,-2.388307957087557,0.30303030303030304
431,2015-09-23,0.01,0.09,0.34,0.7,1.0,1.47,1.85,2.16,4.151940288799249,-4.056519412041476,-2.3802145892650683,0.30303030303030304
432,2015-09-24,0.01,0.09,0.32,0.67,0.97,1.44,1.84,2.13,4.133427474831045,-4.048288971483795,-2.4102716976847525,0.30303030303030304
433,2015-09-28,0.01,0.1,0.34,0.67,0.97,1.42,1.8,2.1,4.042285260274931,-3.945840298543038,-2.335437344667782,0.30303030303030304
434,2015-09-29,0.01,0.09,0.33,0.64,0.92,1.37,1.74,2.05,4.011597384964845,-3.912494123860621,-2.4616287062035687,0.30303030303030304
435,2015-10-05,0.01,0.06,0.26,0.61,0.89,1.35,1.74,2.07,4.146965460217486,-4.0746496342994085,-2.699218645308337,0.30303030303030304
436,2015-10-09,0.01,0.07,0.28,0.65,0.96,1.41,1.8,2.12,4.137834908518096,-4.066289209135864,-2.4802526877547106,0.30303030303030304
437,2015-10-13,0.01,0.08,0.27,0.64,0.92,1.36,1.74,2.06,4.02755705087314,-3.9520014192290542,-2.4513666462400043,0.30303030303030304
438,2015-10-15,0.01,0.08,0.22,0.61,0.9,1.34,1.72,2.04,3.988858992293817,-3.9383618276841674,-2.4021949881085543,0.30303030303030304
439,2015-10-16,0.01,0.07,0.23,0.61,0.91,1.36,1.73,2.04,3.9775933361261497,-3.928878611417688,-2.351076898201939,0.30303030303030304
440,2015-10-19,0.02,0.12,0.23,0.61,0.89,1.35,1.73,2.04,3.964631268620458,-3.905801023010304,-2.345258963576968,0.30303030303030304
441,2015-10-20,0.02,0.12,0.23,0.66,0.93,1.4,1.78,2.08,3.9785436848115063,-3.9209535611418014,-2.2152576196388103,0.30303030303030304
442,2015-10-21,0.01,0.12,0.23,0.64,0.91,1.37,1.74,2.04,3.8959025366779514,-3.8434158464830817,-2.1620571492048666,0.30303030303030304
443,2015-10-23,0.01,0.13,0.24,0.66,0.94,1.43,1.81,2.09,3.95818478620598,-3.9106131985789623,-2.0875908602046627,0.30303030303030304
444,2015-10-26,0.02,0.16,0.25,0.66,0.94,1.41,1.78,2.07,3.880459490807107,-3.8198528248277412,-2.015457504826853,0.30303030303030304
445,2015-10-27,0.03,0.18,0.29,0.65,0.92,1.38,1.75,2.05,3.8808684122700576,-3.7905677577143186,-2.146073204474424,0.30303030303030304
446,2015-10-28,0.04,0.21,0.33,0.73,1.0,1.47,1.83,2.1,3.8211239791541862,-3.7162697778578764,-1.7984211828241459,0.30303030303030304
447,2015-10-29,0.07,0.21,0.33,0.75,1.05,1.53,1.9,2.19,4.012527270155027,-3.895709850824625,-1.9549150284638002,0.30303030303030304
448,2015-10-30,0.08,0.23,0.34,0.75,1.05,1.52,1.88,2.16,3.9139626018961855,-3.7885956275235095,-1.8320146244288167,0.30303030303030304
449,2015-11-02,0.08,0.27,0.37,0.77,1.08,1.57,1.93,2.2,3.917753722452253,-3.7866556782042333,-1.6899610244417191,0.30303030303030304
450,2015-11-03,0.06,0.26,0.39,0.8,1.1,1.59,1.96,2.23,3.9622645954715785,-3.8304419488421027,-1.6896047786199577,0.30303030303030304
451,2015-11-04,0.05,0.27,0.4,0.84,1.16,1.64,1.99,2.25,3.8569771182721357,-3.7353278717710245,-1.3407559111078824,0.30303030303030304
452,2015-11-05,0.05,0.27,0.42,0.85,1.16,1.65,2.0,2.26,3.89137589940516,-3.7591615148392488,-1.3967412876167995,0.30303030303030304
453,2015-11-06,0.08,0.32,0.47,0.9,1.23,1.73,2.09,2.34,3.9643067965013774,-3.8012943695547645,-1.3032513074952359,0.30303030303030304
454,2015-11-09,0.14,0.34,0.47,0.89,1.27,1.75,2.11,2.36,3.995751547152092,-3.809493281499845,-1.3273915947198185,0.30303030303030304
455,2015-11-10,0.13,0.34,0.51,0.87,1.22,1.72,2.08,2.32,3.9927614716244166,-3.7893158181463518,-1.4732940989372367,0.30303030303030304
456,2015-11-12,0.14,0.35,0.51,0.89,1.24,1.73,2.09,2.32,3.9471876824008505,-3.7391461963553994,-1.3608785160926313,0.30303030303030304
457,2015-11-13,0.14,0.31,0.5,0.86,1.2,1.67,2.05,2.28,3.9901616046975317,-3.7784533131116143,-1.6145174759359406,0.30303030303030304
458,2015-11-16,0.15,0.33,0.5,0.88,1.18,1.66,2.02,2.27,3.9670884515118963,-3.738725331467197,-1.6469992726251357,0.30303030303030304
459,2015-11-17,0.14,0.34,0.5,0.86,1.18,1.66,2.02,2.25,3.888052630658771,-3.674306606470389,-1.488770649216547,0.30303030303030304
460,2015-11-18,0.12,0.31,0.49,0.9,1.21,1.69,2.04,2.27,3.8770530389599416,-3.677947178658137,-1.3671418424511077,0.30303030303030304
461,2015-11-19,0.11,0.31,0.49,0.91,1.21,1.68,2.02,2.24,3.7724598790140487,-3.5781029897357652,-1.2134454432156172,0.30303030303030304
462,2015-11-20,0.12,0.31,0.49,0.93,1.23,1.7,2.04,2.26,3.7952718585193708,-3.595531404354414,-1.1993859934830287,0.30303030303030304
463,2015-11-23,0.14,0.35,0.5,0.94,1.26,1.7,2.03,2.25,3.6834168967081555,-3.471356212206934,-0.9960449999471737,0.30303030303030304
464,2015-11-24,0.16,0.36,0.52,0.93,1.23,1.66,2.01,2.24,3.758177879187938,-3.515069698629211,-1.2694397195323985,0.30303030303030304
465,2015-11-25,0.19,0.39,0.52,0.93,1.25,1.66,2.01,2.23,3.6904153364596852,-3.435388727399021,-1.1518263793384458,0.30303030303030304
466,2015-11-27,0.18,0.38,0.5,0.92,1.23,1.64,1.99,2.22,3.6955511356073463,-3.450592035717717,-1.2029753966393735,0.30303030303030304
467,2015-11-30,0.22,0.42,0.51,0.94,1.24,1.65,1.99,2.21,3.6332564697161907,-3.361504367297575,-1.1142541765507206,0.30303030303030304
468,2015-12-01,0.21,0.42,0.51,0.91,1.19,1.59,1.93,2.15,3.563135861042779,-3.2898620723582535,-1.1766109592126985,0.30303030303030304
469,2015-12-02,0.21,0.42,0.52,0.94,1.23,1.63,1.97,2.18,3.5642143284038177,-3.291524744951353,-1.053241230473661,0.30303030303030304
470,2015-12-03,0.21,0.45,0.57,0.96,1.27,1.74,2.1,2.33,3.8864312517951305,-3.600173188930536,-1.2993150694307318,0.30303030303030304
471,2015-12-04,0.23,0.49,0.6,0.96,1.25,1.71,2.06,2.28,3.76820563929187,-3.453253697134226,-1.2333395237125941,0.30303030303030304
472,2015-12-07,0.29,0.57,0.67,0.94,1.24,1.67,2.02,2.23,3.667489018356141,-3.2876314573935463,-1.258841260259383,0.30303030303030304
473,2015-12-08,0.27,0.58,0.76,0.94,1.25,1.68,2.02,2.24,3.6889218134846162,-3.281473378733546,-1.3202434692231189,0.30303030303030304
474,2015-12-09,0.26,0.53,0.72,0.93,1.22,1.64,1.99,2.22,3.7373448729177943,-3.34357817268483,-1.5028425129161262,0.30303030303030304
475,2015-12-10,0.24,0.55,0.71,0.95,1.25,1.68,2.03,2.24,3.664785236433744,-3.295498124511366,-1.2043077478476856,0.30303030303030304
476,2015-12-11,0.23,0.52,0.68,0.88,1.16,1.56,1.91,2.13,3.574899466324078,-3.21234129362384,-1.4054261191016886,0.30303030303030304
477,2015-12-14,0.26,0.54,0.68,0.97,1.25,1.66,2.02,2.23,3.6624590827333194,-3.286819968197725,-1.2485664456429144,0.30303030303030304
478,2015-12-15,0.25,0.54,0.69,0.98,1.29,1.71,2.06,2.28,3.7073386913416235,-3.3417198179887393,-1.1658298182729696,0.30303030303030304
479,2015-12-16,0.27,0.51,0.7,1.02,1.35,1.75,2.11,2.3,3.71219882377836,-3.338254465361406,-1.0670662391629495,0.30303030303030304
480,2015-12-17,0.23,0.48,0.69,1.0,1.33,1.73,2.05,2.24,3.548867899485267,-3.205300155780913,-0.8544172108212365,0.30303030303030304
481,2015-12-18,0.19,0.47,0.67,0.97,1.27,1.67,2.0,2.19,3.4953700181693192,-3.174239362946944,-0.8932254090194223,0.30303030303030304
482,2015-12-21,0.24,0.51,0.64,0.96,1.28,1.67,2.0,2.2,3.498612528882729,-3.165312439548726,-0.8959372733253763,0.30303030303030304
483,2015-12-22,0.21,0.47,0.66,0.99,1.31,1.71,2.04,2.24,3.5705934397056907,-3.2466205809918307,-0.9001038735350185,0.30303030303030304
484,2015-12-23,0.2,0.47,0.65,1.01,1.32,1.74,2.07,2.27,3.6049041883483843,-3.2913293611775973,-0.8565933048453301,0.30303030303030304
485,2015-12-24,0.2,0.49,0.64,1.03,1.33,1.73,2.06,2.25,3.4940775643088675,-3.1825802493321396,-0.6628821042971902,0.30303030303030304
486,2015-12-28,0.23,0.51,0.66,1.05,1.33,1.73,2.05,2.24,3.4744575306678276,-3.132494171245207,-0.6912186517711216,0.30303030303030304
487,2015-12-29,0.23,0.5,0.67,1.09,1.38,1.81,2.12,2.32,3.5944043343010796,-3.2538969858310685,-0.6805056820920685,0.30303030303030304
488,2015-12-30,0.21,0.47,0.64,1.08,1.36,1.8,2.14,2.31,3.618943919683214,-3.3040826123366114,-0.7032509541625999,0.30303030303030304
489,2015-12-31,0.16,0.49,0.65,1.06,1.31,1.76,2.09,2.27,3.5218745886087546,-3.223450379473781,-0.6249682399549037,0.30303030303030304
490,2016-01-04,0.22,0.49,0.61,1.02,1.31,1.73,2.06,2.24,3.506077145321348,-3.1978081580402034,-0.7041653918810306,0.30303030303030304
491,2016-01-05,0.2,0.49,0.68,1.04,1.32,1.73,2.06,2.25,3.5324152879718627,-3.1984103741972714,-0.7802843330678746,0.30303030303030304
492,2016-01-06,0.21,0.47,0.67,0.99,1.26,1.65,1.98,2.18,3.5095980000861142,-3.166056000277528,-1.0086182505068972,0.30303030303030304
493,2016-01-07,0.2,0.46,0.66,0.96,1.22,1.61,1.94,2.16,3.5398477426123898,-3.1995917526911666,-1.1776143023773655,0.30303030303030304
494,2016-01-08,0.2,0.45,0.64,0.94,1.2,1.57,1.91,2.13,3.5149279523432813,-3.1800257737538944,-1.227117776762466,0.30303030303030304
495,2016-01-11,0.21,0.48,0.63,0.94,1.2,1.58,1.94,2.17,3.604326848143802,-3.266408481490039,-1.3167802971291167,0.30303030303030304
496,2016-01-12,0.21,0.47,0.62,0.93,1.18,1.55,1.88,2.12,3.4982696844621164,-3.1614912727526883,-1.2575139655305865,0.30303030303030304
497,2016-01-13,0.22,0.46,0.6,0.91,1.15,1.51,1.85,2.08,3.472241235177453,-3.135152479032949,-1.3314722390237967,0.30303030303030304
498,2016-01-14,0.25,0.43,0.55,0.9,1.14,1.52,1.87,2.1,3.5975875120694414,-3.2666435445269846,-1.5337716973292257,0.30303030303030304
499,2016-01-15,0.24,0.37,0.49,0.85,1.08,1.46,1.79,2.03,3.5547746647463763,-3.252195779479158,-1.6540436701333656,0.30303030303030304
500,2016-01-19,0.26,0.37,0.48,0.88,1.11,1.49,1.82,2.06,3.588812317633799,-3.279838294067994,-1.630006651704034,0.30303030303030304
501,2016-01-20,0.26,0.35,0.43,0.85,1.06,1.44,1.76,2.01,3.546986754292262,-3.253521359650051,-1.7062364611999024,0.30303030303030304
502,2016-01-21,0.28,0.38,0.44,0.84,1.06,1.44,1.77,2.02,3.5742004752016796,-3.2667466639695424,-1.7556441906256592,0.30303030303030304
503,2016-01-22,0.31,0.41,0.47,0.88,1.11,1.49,1.81,2.07,3.6129972601696876,-3.277646847963633,-1.7112276106580468,0.30303030303030304
504,2016-01-25,0.31,0.42,0.47,0.88,1.1,1.47,1.79,2.03,3.5064451314270526,-3.1708762790371914,-1.5845961695915007,0.30303030303030304
505,2016-01-26,0.31,0.45,0.47,0.85,1.07,1.45,1.76,2.01,3.4694868533838346,-3.1341187174984295,-1.586530589580149,0.30303030303030304
506,2016-01-27,0.32,0.43,0.47,0.84,1.07,1.43,1.76,2.02,3.5608669729375757,-3.216009520029606,-1.792931379527369,0.30303030303030304
507,2016-01-28,0.35,0.45,0.47,0.83,1.05,1.4,1.75,2.0,3.5706190759993937,-3.2045441211183947,-1.9095752144661642,0.30303030303030304
508,2016-01-29,0.33,0.43,0.47,0.76,0.97,1.33,1.67,1.94,3.577299005439643,-3.2167198652796665,-2.1608004784867068,0.30303030303030304
509,2016-02-01,0.35,0.47,0.47,0.81,1.01,1.38,1.72,1.97,3.5311189905360076,-3.1626618581477337,-1.9292422896977786,0.30303030303030304
510,2016-02-02,0.34,0.47,0.54,0.75,0.93,1.28,1.61,1.87,3.457968474140501,-3.053175293042204,-2.1862116492244024,0.30303030303030304
511,2016-02-03,0.33,0.46,0.54,0.72,0.91,1.27,1.61,1.88,3.5413360693860123,-3.142805473250987,-2.349885862627617,0.30303030303030304
512,2016-02-04,0.29,0.43,0.52,0.7,0.9,1.25,1.6,1.87,3.5290632041972656,-3.1627026047188584,-2.3202588267534923,0.30303030303030304
513,2016-02-05,0.3,0.45,0.55,0.74,0.91,1.25,1.58,1.86,3.4639169775881222,-3.069769852690345,-2.256144249287679,0.30303030303030304
514,2016-02-08,0.32,0.42,0.51,0.66,0.83,1.16,1.48,1.75,3.371153940940044,-2.9828971420256294,-2.4099931584472025,0.30303030303030304
515,2016-02-09,0.3,0.43,0.52,0.69,0.85,1.15,1.47,1.74,3.27236585117865,-2.88575352885088,-2.225088258066437,0.30303030303030304
516,2016-02-10,0.31,0.42,0.52,0.71,0.85,1.15,1.46,1.71,3.1976604381743448,-2.8043420373837904,-2.1358674989786843,0.30303030303030304
517,2016-02-11,0.28,0.39,0.47,0.64,0.81,1.11,1.39,1.63,3.0248872347198708,-2.682567879568909,-1.9323178312365807,0.30303030303030304
518,2016-02-12,0.3,0.39,0.51,0.71,0.89,1.2,1.5,1.74,3.2144798946355166,-2.845852270297286,-2.0063910545951176,0.30303030303030304
519,2016-02-16,0.3,0.42,0.51,0.74,0.91,1.23,1.53,1.78,3.2362994931948443,-2.8655321557692752,-1.9339339791171937,0.30303030303030304
520,2016-02-17,0.3,0.43,0.53,0.74,0.93,1.26,1.57,1.81,3.282010029044603,-2.9098200876829208,-1.9185977849129503,0.30303030303030304
521,2016-02-18,0.3,0.45,0.53,0.71,0.88,1.21,1.51,1.75,3.1869949694179804,-2.809885446299139,-1.9250541447319542,0.30303030303030304
522,2016-02-19,0.31,0.46,0.53,0.76,0.91,1.24,1.53,1.76,3.1310674767019226,-2.746525984639584,-1.7533075690033757,0.30303030303030304
523,2016-02-22,0.33,0.46,0.55,0.78,0.92,1.25,1.54,1.77,3.169821123594352,-2.7621355323301438,-1.8347532210263129,0.30303030303030304
524,2016-02-23,0.32,0.47,0.55,0.76,0.9,1.23,1.51,1.74,3.0986459221337235,-2.6974139295198305,-1.7701882499066686,0.30303030303030304
525,2016-02-24,0.33,0.46,0.55,0.75,0.9,1.21,1.52,1.75,3.181469398972644,-2.771815953591442,-1.9454928046439197,0.30303030303030304
526,2016-02-25,0.32,0.46,0.56,0.72,0.85,1.16,1.47,1.71,3.172327306627173,-2.7559652520500837,-2.096191470676093,0.30303030303030304
527,2016-02-26,0.33,0.47,0.6,0.8,0.93,1.23,1.55,1.76,3.1591989208715443,-2.7238231123671723,-1.868503597760134,0.30303030303030304
528,2016-02-29,0.33,0.49,0.62,0.78,0.91,1.22,1.52,1.74,3.1188235503351733,-2.675377105427822,-1.867736633603263,0.30303030303030304
529,2016-03-01,0.33,0.5,0.68,0.85,0.98,1.31,1.62,1.83,3.235300025602709,-2.7692268608202797,-1.8253604926781843,0.30303030303030304
530,2016-03-02,0.36,0.48,0.67,0.85,1.0,1.34,1.65,1.84,3.274724518571689,-2.805609817525536,-1.8440057761452648,0.30303030303030304
531,2016-03-03,0.28,0.46,0.65,0.85,0.99,1.33,1.63,1.83,3.180061427124682,-2.7626478438174162,-1.6138529486740616,0.30303030303030304
532,2016-03-04,0.29,0.47,0.67,0.88,1.04,1.38,1.69,1.88,3.228933616986184,-2.8037710169448355,-1.5417416449084993,0.30303030303030304
533,2016-03-07,0.32,0.49,0.67,0.91,1.08,1.42,1.72,1.91,3.227627976946334,-2.7896869665032686,-1.4417214519812322,0.30303030303030304
534,2016-03-08,0.29,0.48,0.68,0.88,1.04,1.34,1.64,1.83,3.08653183298898,-2.6532096782604797,-1.4085409594685678,0.30303030303030304
535,2016-03-09,0.3,0.47,0.68,0.9,1.07,1.39,1.69,1.9,3.2409509887707135,-2.8036237947443743,-1.539754988785933,0.30303030303030304
536,2016-03-10,0.32,0.5,0.69,0.93,1.11,1.45,1.75,1.93,3.215894307792668,-2.7739210946556803,-1.3324107934450293,0.30303030303030304
537,2016-03-11,0.33,0.51,0.7,0.97,1.16,1.49,1.79,1.98,3.2552194908211307,-2.803744130326129,-1.2698225445089273,0.30303030303030304
538,2016-03-14,0.34,0.52,0.7,0.97,1.15,1.49,1.78,1.97,3.2354897291838154,-2.777662439934342,-1.265361515673387,0.30303030303030304
539,2016-03-15,0.34,0.52,0.71,0.98,1.16,1.5,1.78,1.97,3.2123018810428516,-2.750982570422425,-1.2126616291313073,0.30303030303030304
